epeak_keV,threshold_photon_flux_ph_cm2_s,threshold_energy_flux_erg_cm2_s,source_counts_at_threshold,background_counts_total,background_counts_cxb,background_counts_internal,trigger_energy_min_keV,trigger_energy_max_keV,sigma0
42.02709887639691,6.479313522012726,1.6941271724714607e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
43.18114138633851,6.3827504705022005,1.6985635880780302e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
44.366873309786115,6.288794111489375,1.7033652638316067e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
45.585164821728696,6.197360950173376,1.7085307230689703e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
46.83690999171267,6.108370701699124,1.7140587033223695e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
48.12302743997418,6.021746176177258,1.719948156698258e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
49.444461011588274,5.937413167235382,1.7261982503388552e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
50.8021804691302,5.855300344140737,1.732808366997681e-07,102.38229021186038,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
52.19718220435652,5.775339147512802,1.7397781057585103e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
53.63048996942866,5.69746368862627,1.747107282925659e-07,102.38229021186041,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
55.10315562821569,5.621610652298346,1.754795933110183e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
56.61625992822727,5.547719203295483,1.762844310546454e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
58.170913293743574,5.4757308962650235,1.771252890655009e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
59.76825664072413,5.405589589130399,1.7800223718787974e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
61.40946221409365,5.337241359884767,1.7891536778202575e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
63.09573444801933,5.270634426728032,1.7986479597030295e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
64.82831084981076,5.205719071482419,1.8085065991836137e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
66.60846290809158,5.142447566218738,1.8187312115388214e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
68.43749702590877,5.080774085189459,1.8293236428344932e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
70.3167554794647,5.020654425604844,1.8402858956366798e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
72.24761740317567,4.962045729931624,1.851620046184054e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
74.23149980177936,4.904906425868818,1.8633282345861908e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
76.26985859023443,4.849196190538251,1.8754126630291405e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
78.36418966217519,4.794875915324891,1.8878755937890857e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
80.51602998770538,4.741907671449949,1.9007193470744174e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
82.72695874133697,4.690254676271888,1.9139462986852705e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
84.9985984609015,4.639881260353019,1.9275588774966846e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
